Data Source	World Development Indicators																																																												
Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Australia	AUS	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																3.911000013	3.750999928	3.743000031	3.619999886	3.59800005	3.503000021	3.582000017	3.464999914	3.484999895	3.433000088	3.446000099	3.032999992	2.622999907	2.680999994	2.453999996	2.365999937	2.285000086	2.220000029	2.217000008	2.282999992	1.889000058	1.914999962	1.666000009	1.830000043	1.855000019	1.687999964	1.63499999
Austria	AUT	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																8.538000107	8.097000122	7.890999794	7.993000031	8.19299984	8.585000038	7.732999802	7.234000206	6.959000111	6.379000187	6.282000065	6.080999851	5.778999805	4.862999916	5.284999847	5.284999847	5.617000103	5.232999802	5.201000214	4.993000031	4.65500021	4.241000175	4.183000088	4.566999912	4.209000111	3.928999901	3.888999939
Azerbaijan	AZE	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																39.48899841	36.10400009	40.28099823	45.36399841	45.19499969	48.31700134	47.27899933	44.77799988	45.63499832	42.99200058	41.95700073	41.88100052	41.8219986	42.61600113	44.63399887	43.27500153	41.96099854	40.72999954	44.02700043	44.43099976	43.94499969	43.92900085	43.5379982	42.66199875	42.06100082	42.09500122	43.37099838
Burundi	BDI	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																96.43399811	96.62599945	96.78199768	96.68900299	96.82499695	97.05500031	96.86699677	96.7559967	96.81900024	96.83300018	96.74900055	96.70700073	96.70300293	96.63800049	96.56500244	96.58999634	96.36000061	96.45899963	96.44000244	96.31300354	96.3769989	96.33899689	96.25099945	96.20800018	96.47799683	96.39700317	96.45600128
Belgium	BEL	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																2.203999996	2.486999989	1.787999988	1.631000042	1.633000016	1.590000033	1.555999994	1.511999965	1.452999949	1.121999979	0.94599998	1.092000008	1.057999969	1.57099998	1.480000019	1.27699995	1.304999948	1.031000018	0.986999989	0.889999986	0.885999978	0.694000006	0.841000021	0.838	0.728999972	0.754000008	0.768000007
Benin	BEN	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																45.79600143	44.87900162	44.89699936	44.50500107	43.77700043	45.30599976	45.05899811	45.03900146	40.68799973	39.81800079	39.31100082	39.45999908	38.81299973	39.375	39.4980011	39.4109993	38.25600052	37.74000168	37.77000046	37.23799896	36.11899948	35.58800125	34.11500168	33.33599854	34.20100021	33.68000031	35.47800064
Burkina Faso	BFA	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																90.625	90.5	90.53199768	90.8010025	90.30500031	90.05200195	89.31999969	88.99900055	87.96499634	87.7009964	87.51000214	87.04100037	85.70200348	84.55000305	84.19000244	83.05899811	77.18499756	72.92700195	65.86699677	58.72100067	50.31299973	41.5320015	32.79299927	22.08200073	20.86199951	20.43600082	19.83200073
Bangladesh	BGD	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																90.72599792	90.29100037	89.04100037	87.73600006	85.98699951	82.30799866	81.70700073	80.71499634	79.86599731	78.78700256	73.87599945	67.10900116	58.79499817	64.1740036	68.21299744	68.19400024	68.34799957	67.82299805	66.94999695	65.52600098	63.72600174	59.51800156	53.44400024	59.44400024	63.44599915	62.13399887	60.45800018
Bulgaria	BGR	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																13.70400047	12.13500023	11.29399967	11.67099953	12.37800026	11.77600002	14.88899994	11.96500015	12.01599979	10.60099983	7.125	8.137000084	8.335000038	8.288000107	6.831999779	6.110000134	5.645999908	5.781000137	5.340000153	5.201000214	4.809000015	4.285999775	4.43900013	4.559999943	4.328999996	4.248000145	3.842999935
Bahrain	BHR	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																0.207000002	0.213	0.187999994	0.187999994	0.179000005	0.182999998	0.186000004	0.179000005	0.188999996	0.194000006	0.189999998	0.148000002	0.116999999	0.092	0.085000001	0.075000003	0.064999998	0.057999998	0.050999999	0.050000001	0.050999999	0.048	0.046999998	0.044	0.043000001	0.045000002	0.046
"Bahamas, The"	BHS	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																1.440000057	1.425999999	1.39199996	1.610000014	1.052999973	1.218999982	1.950999975	1.225999951	0.933000028	1.103000045	1.389999986	1.659000039	0.583000004	0.435000002	0.340999991	0.476999998	0.241999999	0.734000027	0.523999989	1.014000058	1.730000019	1.746000051	1.69599998	1.799999952	1.871999979	1.855999947	1.889999986
Bosnia and Herzegovina	BIH	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																50.82600021	51.73199844	53.0530014	59.02799988	56.10699844	60.1590004	49.95199966	45.75299835	39.97100067	31.87800026	31.01600075	29.89500046	28.72200012	30.08600044	28.85700035	28.22599983	27.18499947	26.55800056	22.68799973	21.62100029	20.80900002	21.29599953	20.23800087	17.52700043	16.6779995	18.62100029	18.56299973
Belarus	BLR	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																18.05500031	18.88500023	18.37400055	17.42900085	18.68000031	17.77099991	16.15299988	14.92599964	14.81400013	14.24100018	13.01599979	12.48700047	11.4289999	10.60200024	10.22799969	9.630999565	8.956000328	8.390999794	8.279000282	8.086000443	7.133999825	7.032000065	6.894000053	6.791999817	6.515999794	6.599999905	6.71600008
Belize	BLZ	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																6.223999977	4.936999798	4.510000229	4.355999947	5.80700016	4.826000214	5.854000092	5.015999794	6.140999794	5.491000175	4.954999924	4.402999878	3.937000036	3.594000101	3.249000072	3.121000051	3.16899991	3.328999996	3.463999987	3.553999901	3.651000023	3.859999895	4.223999977	4.355999947	4.748000145	3.075999975	3.188999891
Bermuda	BMU	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																																										
Bolivia	BOL	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																41.14199829	40.57300186	39.95899963	39.88299942	39.27199936	38.33800125	38.60400009	37.07799911	37.03300095	37.25500107	42.23899841	39.09500122	34.41999817	34.44100189	35.95399857	35.63999939	35.5379982	31.33300018	30.75300026	30.56699944	30.39800072	27.28199959	29.19499969	31.37700081	28.31100082	27.85499954	26.90299988
Brazil	BRA	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																22.96500015	24.04100037	23.48699951	24.23200035	22.04000092	19.3579998	19.80200005	19.00099945	20.11199951	16.34799957	15.99199963	16.36700058	15.93999958	15.89099979	15.87699986	14.875	13.75599957	13.00300026	12.07800007	11.23999977	11.07400036	5.899000168	5.665999889	5.209000111	5.051000118	4.756000042	4.888999939
Barbados	BRB	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																4.388999939	4.135000229	4.546999931	4.313000202	3.592999935	4.297999859	4.035999775	3.621999979	3.269999981	3.273000002	3.548000097	3.115999937	3.599999905	2.451999903	0.344999999	2.713999987	2.532999992	2.507999897	2.075000048	1.952999949	2.209000111	2.167000055	1.63499999	1.376000047	1.549999952	1.843000054	1.848999977
Brunei Darussalam	BRN	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																1.638000011	1.332999945	1.133999944	0.962000012	0.828000009	0.742999971	0.635999978	0.569999993	0.467000008	0.39199999	0.342000008	0.338999987	0.312000006	0.326000005	0.328999996	0.31400001	0.317999989	0.338	0.344000012	0.361999989	0.372000009	0.393999994	0.435000002	0.44600001	0.469999999	0.479000002	0.419
Bhutan	BTN	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																93.3259964	93.15100098	92.87999725	92.74700165	91.79399872	91.33499908	91.10700226	90.8710022	90.53500366	90.26300049	89.98300171	89.6760025	89.29699707	85.75900269	80.2539978	72.05000305	75.68599701	74.84400177	72.29299927	65.93599701	68.3219986	76.36399841	66.31199646	66.88200378	66.41600037	65.38500214	65.29499817
Botswana	BWA	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																13.64500046	13.05300045	12.50399971	11.27499962	10.86699963	10.2840004	11.22000027	12.73600006	14.42800045	17.12000084	6.013000011	7.701000214	12.1420002	15.49400043	19.4090004	23.74300003	21.52199936	19.73900032	19.94799995	21.00699997	22.73699951	22.81100082	21.65399933	21.19799995	21.70000076	20.79599953	20.91200066
Central African Republic	CAF	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																90.0039978	90.1740036	90.23500061	90.34700012	90.25900269	91.31700134	91.62599945	91.56500244	91.26699829	91.35099792	91.5059967	91.4960022	91.79000092	91.73200226	91.50299835	91.51200104	91.45200348	91.40200043	91.30599976	91.25499725	91.36100006	91.2990036	90.55000305	90.38500214	90.46700287	90.52799988	90.46900177
Canada	CAN	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																2.611999989	2.532000065	2.569999933	2.546000004	2.355999947	2.325000048	2.266000032	2.301000118	2.138000011	1.876999974	1.555999994	1.55400002	1.506999969	1.475999951	1.55400002	1.549999952	1.463999987	1.337000012	1.350999951	1.327000022	1.286999941	1.271000028	1.246999979	1.200999975	1.169999957	1.133999944	1.133000016
Central Europe and the Baltics	CEB	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																21.82150089	23.054048	23.53514443	23.08615423	22.99618393	21.53637596	21.9388076	21.19093635	21.13320363	21.15196478	20.65188415	18.18678716	17.4247352	15.74131963	15.16675671	14.09073705	13.37306567	12.83598791	12.70567844	12.85831129	12.35427674	11.99331705	11.4485239	10.88661943	10.01699435	8.899417297	8.732783895
Switzerland	CHE	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																3.969000101	4.006000042	4.203999996	4.085999966	3.747999907	3.342000008	3.711999893	3.778000116	3.660000086	4.011000156	3.38499999	3.346999884	3.262000084	2.885999918	2.835999966	2.709000111	2.790999889	2.667999983	2.443000078	2.677000046	2.857000113	2.951999903	2.767999887	2.704999924	2.871999979	2.857000113	3.005000114
Channel Islands	CHI	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																18.33300018	18.27499962	17.98699951	17.53800011	17.22100067	16.96999931	16.44499969	15.99100018	15.58199978	15.01099968	14.65499973	14.45100021	14.08300018	13.76500034	13.55599976	13.24699974	13.0710001	13.16399956	13.64999962	13.625	13.48499966	13.47999954	13.28299999	13.01900005	12.79300022	12.61299992	12.53499985
Chile	CHL	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																5.982999802	5.993000031	6.063000202	5.467999935	5.282000065	5.262000084	4.452000141	4.522999763	4.616000175	4.577000141	4.629000187	4.722000122	4.888000011	5.467000008	5.752999783	5.767000198	5.611999989	5.447000027	6.407000065	5.111999989	5.073999882	4.952000141	4.676000118	4.497000217	4.506999969	4.890999794	4.945000172
China	CHN	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																56.31399918	55.00899887	53.11600113	52.46099854	51.69400024	50.8219986	49.92900085	49.52299881	48.47499847	47.0890007	46.07099915	44.86700058	42.75299835	41.61899948	39.54000092	37.23199844	35.00099945	33.29600143	31.57999992	29.90600014	28.09199905	26.68199921	25.36800003	24.10499954	22.78800011	21.4489994	20.49699974
Cote d'Ivoire	CIV	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																48.29800034	48.36800003	48.39099884	47.0019989	47.12799835	46.66600037	45.82300186	45.63499832	44.62200165	45.54499817	46.74499893	47.72499847	49.01100159	46.7840004	46.18099976	45.97700119	45.49000168	45.63800049	44.34899902	44.99000168	46.67100143	43.46500015	43.55699921	43.21699905	42.26699829	41.06299973	40.56399918
Cameroon	CMR	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																72.58000183	73.39199829	72.30699921	72.54799652	72.21299744	71.88500214	71.65299988	71.01200104	70.73300171	70.08399963	69.19000244	69.01999664	68.73200226	68.11100006	68.28199768	68.63800049	69	68.79699707	68.69200134	68.24500275	68.05500031	67.60399628	66.94100189	66.19400024	65.65200043	65.33699799	65.29199982
"Congo, Dem. Rep."	COD	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																90.70700073	91.07499695	91.05899811	91.4489975	91.22699738	88.9260025	90.4940033	90.48899841	91.14700317	89.0059967	86.25499725	85.2539978	86.08300018	86.05599976	85.52200317	85.28299713	85.19100189	84.71199799	84.58399963	85.54699707	85.77400208	85.45999908	85.42500305	85.85800171	86.25499725	86.39600372	86.91999817
"Congo, Rep."	COG	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																40.86299896	41.43199921	40.94300079	40.92399979	41.37400055	41.49900055	43.18799973	41.9640007	43.59000015	44.02000046	42.47100067	41.41199875	41.23899841	41.64699936	41.48899841	41.30099869	41.86299896	42.3370018	42.6609993	40.7820015	40.67399979	41.23300171	40.48799896	39.44599915	38.16199875	37.69100189	38.3219986
Colombia	COL	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																6.885000229	6.421000004	6.328999996	6.691999912	6.53399992	6.227000237	6.178999901	6.130000114	6.09100008	5.373000145	5.879000187	6.188000202	7.368999958	7.079999924	6.991000175	6.086999893	6.054999828	6.06099987	6.164000034	6.447000027	6.925000191	7.071000099	6.447000027	6.308000088	6.520999908	6.750999928	6.968999863
Comoros	COM	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																64.72599792	63.56100082	63.6269989	64.54499817	65.10700226	65.52200317	65.65000153	65.56199646	65.6289978	63.64500046	63.25099945	62.9469986	63.06399918	63.13199997	63.2879982	63.19200134	63.28099823	62.86000061	62.78900146	62.99900055	62.69599915	62.40599823	61.87099838	61.70500183	62.22000122	61.93000031	61.60300064
Cabo Verde	CPV	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																87.03299713	86.68900299	86.60600281	86.30799866	86.26699829	85.95899963	85.53800201	85.13899994	84.86399841	84.22699738	83.91300201	83.15200043	82.91600037	82.14600372	81.33200073	80.37999725	78.76499939	78.09700012	78.34600067	77.78500366	77.20600128	77.26699829	77.15499878	76.87200165	76.79499817	76.05699921	75.76300049
Costa Rica	CRI	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																6.609000206	5.347000122	6.109000206	5.15199995	6.269999981	5.72300005	5.977000237	5.609000206	4.745999813	5.491000175	3.693000078	4.085999966	3.997999907	3.986000061	4.758999825	4.340000153	5.032000065	4.127999783	4.742000103	4.703000069	3.33100009	2.851999998	2.83100009	3.910000086	4.195000172	4.190999985	4.013999939
Caribbean small states	CSS	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																12.25797384	12.41006479	10.29466147	10.05324916	9.446312783	8.989107067	7.96549502	7.328223629	6.551204089	6.485083277	6.450103999	6.241563958	5.703578777	5.622199758	5.200836185	5.294921302	5.083891368	5.712869464	5.557279262	5.393082963	4.890898331	4.934542696	4.840638368	4.85552356	4.971511803	4.973747751	4.974096844
Cuba	CUB	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																11.36800003	12.51099968	13.38599968	13.17399979	12.80000019	12.90999985	12.92300034	11.30900002	13.90200043	13.93400002	9.07199955	9.065999985	9.079000473	10.00800037	9.371999741	9.357999802	8.55700016	8.548000336	8.312999725	8.470999718	8.840999603	8.18500042	7.833000183	8.140999794	7.873000145	7.77699995	7.879000187
Curacao	CUW	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																																										
Cayman Islands	CYM	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																																										
Cyprus	CYP	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																6.329999924	5.756999969	5.65500021	5.294000149	4.756999969	4.664999962	4.448999882	4.263999939	4.050000191	4.611999989	3.933000088	4.21600008	3.875999928	3.999000072	3.446000099	2.880000114	2.361999989	2.674999952	2.964999914	2.492000103	2.364000082	1.850999951	1.684000015	2.065000057	2.073999882	1.644000053	1.58099997
Czech Republic	CZE	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																5.56400013	5.93900013	6.244999886	5.691999912	5.448999882	4.842000008	4.31799984	4.153999805	3.901000023	3.801000118	3.381000042	3.457000017	3.213999987	3.035000086	2.822999954	2.79399991	2.532000065	2.305000067	2.220999956	1.917000055	1.873999953	1.927000046	2.066999912	1.636999965	1.636999965	1.720000029	1.682000041
Germany	DEU	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																4.014999866	3.644999981	3.398999929	3.104000092	3.032000065	2.598999977	2.552000046	2.335000038	2.351999998	2.111000061	2.066999912	1.963999987	1.830000043	1.702999949	1.73300004	1.605000019	1.611999989	1.32099998	1.245000005	1.197000027	1.177000046	1.097000003	1.008000016	1.008999944	0.95599997	0.893000007	0.871999979
Djibouti	DJI	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																28.57999992	27.40800095	29.37599945	29.45400047	29.81299973	31.03499985	31.25300026	31.80500031	31.7859993	32.76699829	32.83000183	32.75699997	32.80099869	32.3409996	32.52199936	31.79000092	31.80900002	31.03000069	30.79100037	29.12000084	28.3390007	28.52300072	29.15800095	28.69300079	28.76199913	28.23699951	26.68899918
Dominica	DMA	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																																										
Denmark	DNK	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																3.069000006	2.667999983	2.608999968	2.576999903	2.519999981	2.073999882	1.659999967	1.779999971	1.452999949	1.967000008	1.707999945	1.629999995	1.764000058	1.868000031	1.605999947	1.463000059	1.572999954	1.090999961	1.121000051	0.850000024	0.884000003	1.085999966	0.986000001	0.893999994	1.059999943	1.039000034	1.065999985
Dominican Republic	DOM	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																4.94299984	5.145999908	4.429999828	3.97300005	3.948999882	3.854000092	2.496999979	2.598999977	3.078000069	2.644999981	1.967000008	2.003000021	1.825999975	2.176000118	3.105000019	2.246000051	2.273999929	3.137000084	2.27699995	2.766000032	2.638999939	2.338999987	2.217000008	2.961999893	2.161999941	2.029999971	1.985999942
Algeria	DZA	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																12.32999992	12.37899971	12.46000004	12.18500042	12.05799961	12.90200043	12.31000042	12.68599987	12.80500031	11.91699982	12.25500011	10.875	11.06999969	22.47900009	14.20899963	13.39900017	12.04199982	10.67000008	10.26900005	8.706999779	7.695000172	6.758999825	4.893000126	9.729999542	9.75399971	9.63599968	9.347999573
East Asia & Pacific (excluding high income)	EAP	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																57.2624864	56.43312172	54.36846351	53.4670746	52.45003431	51.7589968	50.5743182	50.48555623	49.40815102	48.53683656	47.33187476	46.40266876	44.80825809	43.46854981	41.7044238	39.52437368	37.75850623	36.49897597	34.7778137	33.2165742	31.74048624	30.4347816	29.10435577	27.848874	26.51061219	25.18787499	24.32001049
Early-demographic dividend	EAR	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																61.44472972	61.45418492	60.47323645	59.8144331	58.80581264	58.32366192	57.91436966	58.09944471	57.5929907	57.15433439	56.5591962	55.99207852	55.68654344	54.66336189	54.0919759	52.4507089	51.67982342	50.86981241	49.72992158	48.55246297	46.28899587	44.14307698	43.47381053	43.23609606	42.58877695	41.75976301	41.18848999
East Asia & Pacific	EAS	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																52.27995877	51.52104163	49.68448399	48.84284019	47.89951402	47.25847574	46.16091484	46.18817059	45.2213914	44.41427889	43.29113976	42.4470884	41.00479655	39.74408718	38.11269255	36.10695682	34.48156086	33.31495173	31.77001118	30.33284211	28.98525264	27.77812031	26.53135424	25.36402827	24.11241239	22.88861579	22.10396461
Europe & Central Asia (excluding high income)	ECA	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																23.15148187	22.5593978	22.74986549	24.32993718	25.21749345	25.27708675	25.78159295	25.89406346	27.42538058	26.47703371	25.20224844	23.88832301	23.05464442	21.33484083	20.79401067	19.90304707	18.99615066	18.51502925	18.36184896	18.25003226	18.19812708	17.75078795	17.58930655	16.08229818	15.60490666	15.12996075	15.23098587
Europe & Central Asia	ECS	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																14.9997476	14.66037367	14.54289747	15.13016756	15.29193751	15.03668609	14.97573656	14.68765275	15.22126604	14.68332659	13.982088	13.27344855	12.71626483	11.75971839	11.42610087	10.8767671	10.36632821	9.971802912	9.844871901	9.80373888	9.763497713	9.532418476	9.367497799	8.596152159	8.318712967	7.99714659	7.992319033
Ecuador	ECU	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																27.82900047	27.31299973	29.87100029	28.55800056	28.56500053	27.68799973	26.77799988	26.46299934	24.7689991	25.41300011	24.13800049	23.74500084	23.6760006	23	21.46999931	21.89999962	23.87599945	21.95800018	21.97400093	20.87999916	20.875	21.07099915	20.71299934	20.10499954	22.56900024	23.82999992	22.77000046
"Egypt, Arab Rep."	EGY	"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"	SL.AGR.EMPL.FE.ZS																																38.99300003	52.61899948	46.5019989	47.01900101	42.50099945	12.79599953	40.52299881	35.33599854	31.92300034	39.40100098	31.90999985	27.5529995	39.06600189	46.75899887	46.67100143	43.33399963	46.57699966	45.5929985	46.08200073	43.88399887	43.3769989	37.57400131	42.89500046	43.2840004	40.23300171	38.43700027	37.53900146
